특허명 TEXT,IPC넘버,출원인  NGRAM,출원번호 NUMERIC,출원날짜DATETIME,등록번호 NUMERIC,등록일자DATETIME,공개번호 NUMERIC,공개일자 DATETIME,대리인 NGRAM,발명가 KEYWORD,설명, STORED,,,,
링 머쉬룸과 용량성 결합한 마이크로스트립 패치 구조 CRLH 0차 공진 안테나의 광대역화 및 이득 향상방법(Broadening the Bandwidth and Improving the gain of the CRLH Zeroth Order Resonance Antenna in the form of a microstrip patch capacitively coupled with a ring mushroom),"['H01Q 9/04 H01Q 9/40  .... ', 'H01Q 9/04|H01Q 9/40|H01Q 5/10']",인천대학교 산학협력단,1020110091980, 2011.09.09,1014352460000, 2014.08.21,1020130028993, 2013.03.20,김태원,강승택 목세균,"본 발명은 손쉬운 동축선 급전형의 일반 패치 둘레에 하나의 링머쉬룸을 일정한 간격을 두고 결합한 새로운 매타재질구조 CRLH 공진구조로서, 평면구이지만 모노폴 방사 패턴과 비대역폭 30%이상인 광대역특성을 가지는 Low-profile 안테나이다. RF전송시 위상 변화 없는 0차 공진 뿐만 아니라 위상선도 현상을 가지는 -1차 공진을 포함하는 협대역의 다중대역 안테나를 먼저 설계한 뒤, -1차 공진점을0차 공진점 부근으로 이동시켜 초기 비대역폭인 3%에서 30%이상으로 확장과, 대역 전체에 걸쳐 모노폴 방사패턴을 가지면서, 메타재질구조의 소형화에서 발생하는 단점인 이득저감을 극복하고 높은 안테나 이득과 효율을 가지도록 설계한 0차 공진 안테나의 광대역화 및 이득 향상방법에 관한 것이다.",,,,,
백그라인딩 규소 폐기물로부터 고순도 규소의 분리 방법(SEPARATION OF SILICON WITH HIGH PURITY FROM BACKGRINDING SILICON WASTES),"['C01B 33/037 B03B 5/32  .... ', 'C01B 33/037|B03B 5/32|B03B 5/44']",인천대학교 산학협력단,1020080091889, 2008.09.19,1010458150000, 2011.06.27,1020100032964, 2010.03.29,김태원,김강우 김영관 신원식 김선진,"본 발명은 규소 웨이퍼를 가공하는 공정에서 발생하는 백그라인딩(backgrinding) 규소 폐기물로부터 규소를 분리ㆍ회수하는 방법에 관한 것으로, 보다 상세하게는, 백그라인딩 규소 폐기물 속의 주된 고형분인 규소(Si)와 다이아몬드 탄소(C) 혼합물로부터 고밀도의 중액을 사용한 비중차 분리법으로 99.5% 이상 순도의 규소를 분리해내는 방법에 관한 것이며, 특히, 사용 후 재활용되지 못하고 버려지고 있는 백그라인딩 규소 폐기물로부터 고순도의 규소를 회수해 내어, 태양 전지용 규소 원료 등으로 재활용할 수 있는 고 순도의 규소 분리 방법에 관한 것이다. 규소의 분리, 백그라인딩",,,,,
저지특성이 우수한 초광대역 차단 대역을 가지는 듀얼리티(Duality) CRLH형 메타재질구조 서브 파장 초광대역 저지 여파기(Subwavelength Miniaturized Duality CRLH Type Metamaterial Structured Ultra-Wide-band Bandstop Filter with Steep Skirts),"['H01P 1/203 H03H 7/12  .... ', 'H01P 1/203|H03H 7/12|H03H 7/01']",인천대학교 산학협력단,1020100003517, 2010.01.14,1012738300000, 2013.06.04,1020110083339, 2011.07.20,김태원,강승택 임동진,"본 발명은 초광대역(Ultra-wideband, UWB) 송수신기에 적용될 수 있는 X대역, Ku대역, Ka 대역 저지용 초광대역의 대역저지 여파기(Bandstop filter)에 관한 것으로, 메타재질 구조용 듀얼리티 오른손 및 왼손 전파 현상을 결합한 전송선로 구조형(Duality Composite Right/Left-Handed (CRLH)) 0차 공진모드 서브 파장길이(Subwavelength)초소형 공진기를 구현하여 공진기 각각은 물론 여파기 전체에 걸쳐 동일한 전계방향을 가지고 강 결합 특성에 의한 넓은 저지 대역과 우수한 주파수 선택도 특성을 가질 수 있는 초광대역 저지 여파기에 관한 것이다.",,,,,
"디티안 말단을 갖는 신규 화합물, 이를 포함하는 생물분자 고정용 링커 조성물 및 이를 이용한 바이오칩(Dithiane-ended New Compound, Immobilization Linker composition for Biomolecules using same and Biochip Using the Same)","['C07D 339/08 C12Q 1/68  .... ', 'C07D 339/08|C12Q 1/68|G01N 33/543']",인천대학교 산학협력단,1020110068360, 2011.07.11,, ,1020130007803, 2013.01.21,특허법인 에이치엠피,김규원,"본 발명은 디티안 단부를 갖는 신규 화합물, 이를 포함하는 생물분자 링커 조성물 및 생물분자 고정화층이 표면에 형성된 생물분자 고정화 기재 및 상기 기재를 포함하는 바이오칩을 제공한다. 또한, 생물분자 고정화층을 형성하는 단계; 양극 산화한 후 활성화하여 관능기를 형성하는 단계; 및 생물분자 또는 리간드를 표면에 고정화하는 단계;를 포함하는 바이오칩의 제조방법을 제공한다. 본 발명은 양극 산화의 조건을 달리하는 간단한 방법으로 기재 표면을 다관능화 할 수 있어 멀티분석물의 분석이 용이하다는 효과가 있다.",,,,,
영상처리기법을 이용한 신호교차로의 교통상충 판단 시스템및 방법(System of traffic conflict decision for signalized intersections using image processing technique),"['G08G 1/04 G08G 1/01  .... ', 'G08G 1/04|G08G 1/01|G06K 9/00|G06T 7/20']",한국교통연구원 상지영서대학교 산학협력단 인천대학교 산학협력단,1020080056719, 2008.06.17,1009699950000, 2010.07.06,1020090130977, 2009.12.28,송세근,오주택 김응철 민준영,"교통상충(Traffic conflict) 분석시에 각 유형별로 상충 심각도를 고려하여 상충을 판단함으로써, 상충을 정확하게 분석할 수 있고, 신호교차로의 안전도 평가 시에 조사자의 주관적 오류를 배제시켜 신뢰성을 향상시킬 수 있는 영상처리기법을 이용한 신호교차로의 교통상충 판단 시스템 및 방법이 제공된다. 영상처리기법을 이용한 신호교차로의 교통상충 판단 시스템은, 신호교차로에 자동으로 형성된 검지영역 내의 검지라인을 기반으로 이동 차량들을 개별적으로 추적하여 영상을 감지하는 영상감지 시스템; 영상감지 시스템으로부터 제공되는 감지영상에 따라 이동 차량들의 이동궤적을 추적하여 매 프레임별로 화면상의 위치정보를 추적하는 주행궤적 추적부; 이동 차량들 각각에 식별번호(ID)를 부여하는 개별차량 ID 부여부; 및 개별차량 ID가 부여된 이동 차량들의 추적된 주행궤적에 따라 이동 차량들 간의 상충을 각각의 유형별로 상충의 심각도를 고려하여 판단하는 상충 판단부를 포함한다. 여기서, 상충 판단부는 이동 차량들의 신호위반시 발생하는 대향좌회전 상충 또는 직각충돌 상충 유형에 대하여 교통상충을 판단하며, 이때 신호위반, 약한 상충, 위험한 상충 및 심각한 상충으로 구분하여 판단한다. 신호교차로, 교통상충, 대향좌회전, 직각충돌, 영상처리기법",,,,,
열처리를 이용한 폴리사이오펜 박막과 금속 전극 계면 간의 접촉 특성 향상방법(METHOD FOR IMPROVING CONTACT PROPERTIES BETWEEN POLYTHIOPHENE FILM AND METAL ELECTRODE USING THERMAL TREATMENT),"['H01L 51/05 H01L 51/10  .... ', 'H01L 51/05|H01L 51/10|H01L 21/324']",인천대학교 산학협력단,1020150015498, 2015.01.30,1016530910000, 2016.08.25,1020160094568, 2016.08.10,차준용,박영돈,"본 발명은 열처리를 이용한 폴리사이오펜 박막과 금속 전극 계면 간의 접촉 특성 향상방법에 관한 것으로, 더욱 상세하게는 전도성 고분자인 폴리사이오펜(예컨대, P3HT) 박막을 그 융점보다 높은 온도로 가열한 후 천천히 냉각시킴으로써, 폴리사이오펜 박막의 분자 배향(Orientation) 및 정렬성(Ordering)을 향상/변화시키고, 이에 따라 증착 금속(예컨대, 금)이 폴리사이오펜 박막 내로 침투되는 양을 제한하여 이들 사이의 계면 특성 및 접촉 저항을 개선하며, 그 결과 전하이동도 등 전기적 성능이 우수한 소자를 제공할 수 있는, 열처리를 이용한 폴리사이오펜 박막과 금속 전극 계면 간의 접촉 특성 향상방법, 이에 따라 열처리된 폴리사이오펜 박막, 및 이를 포함하는 전계효과 트랜지스터(Field-Effect Transistors; FETs)에 관한 것이다.",,,,,
스마트 워터 그리드 기반 통합 운영 서비스 제공 방법 및 시스템(METHOD AND SYSTEM FOR PROVIDING INTEGRATED MANAGING SERVICE BASED SMART WATER GRID),['G06Q 50/06'],인천대학교 산학협력단,1020150006408, 2015.01.13,1016635040000, 2016.09.30,1020160087280, 2016.07.21,특허법인충정,최진탁 정승권 이동섭 김도현,"본 발명은 스마트 워터 그리드(Smart Water Grid: SWG) 기반 통합 운영 서비스 제공 방법에 있어서, SWG에서 사용되는 에너지를 관리하기 위하여 상기 SWG 기반 네트워크 내 배수 권역별 위치하는 배수 관리 제어 서버들과 연동하여 각 배수 권역별 배수 관리 제어 서버에서 제공되는 오브젝트를 관리하고, 통합 운영 서비스 모드가 실행되면 각 배수 권역별 배수 관리 제어 서버로부터 배수 관리 기기별 상태 정보를 수집하는 과정과, 수집된 배수 관리 기기별 상태 정보를 표준 프로토콜 인터페이스를 이용하여 기설정된 표준 플랫폼(platform) 정책에 기반한 데이터로 변환하여 상기 각 배수 권역별 배수 관리 제어 서버를 통해 획득된 상태 정보를 연계하여 디스플레이하는 과정과, 특정 도메인에 구성된 통합 운영 서비스 서버로 사용자 입력에 의한 로그인이 요청되면 요청된 로그인 정보를 기반으로 상기 통합 운영 서비스 서버에 초기 접속 시 기 등록된 로그인 정보를 호출하여 일치 여부에 따라 해당 로그인의 승인 여부를 결정하여 배수 권역별 상태 정보를 서비스하는 과정을 포함함을 특징으로 한다.",,,,,
광전 소자 및 그 제조 방법(Photoelectric Element and Method for fabricating the same),"['H01L 31/18 H01L 31/0392  .... ', 'H01L 31/18|H01L 31/0392|C23C 14/18|C23C 14/58']",인천대학교 산학협력단,1020170183923, 2017.12.29,1019358400000, 2018.12.31,1020180039009, 2018.04.17,특허법인가산,김준동 파텔 디팔 바쿨하이,"광전 소자 및 그 제조 방법을 제공한다. 상기 광전 소자 제조 방법은 투명 기판 상에 퓨어 티타늄막을 형성하고, 상기 퓨어 티타늄막을 200 ℃ 내지 800℃ 에서 급속 열처리하여 루틸 나노 결정(rutile-nanocrystalline) 산화 티타늄막을 형성하고, 상기 루틸 나노 결정 산화 티타늄막 상에 쇼트키 접합을 형성하는 구리막을 형성하는 것을 포함한다.",,,,,
다중대역 전력증폭기 및 그 방법(Multi-band power amplifier and power amplification method),['H03F 1/02 H03F 3/191 '],인천대학교 산학협력단,1020070118979, 2007.11.21,, ,1020080078524, 2008.08.27,유미특허법인,구경헌 이영민,"본 발명은 다중대역 전력증폭기 및 그 방법에 관한 것이다. 본 발명의 전력증폭기는 다중대역을 지원하기 위해서 입력신호의 종류에 따라 바이어스 조정의 기준이 되는 기준 전압을 스위칭한다. 또한, 스위칭된 기준 전압을 입력신호의 크기에 따라 조정하고, 조정된 전압을 이용하여 바이어스를 미세 조정한다. 따라서, 전력증폭기는 조정된 바이어스에 따라 변화된 증폭이득으로 입력신호를 증폭하여 출력한다. 전력증폭기, 이중대역, 가변 바이어스, 다중대역, 기준전압 스위칭",,,,,
"해수 분해 전극, 그 제조 방법 및 해수 분해 장치(Seawater splitting electrode, Method for manufacturing the same, and seawater splitting apparatus)",['C02F 1/461 C02F 103/08 '],인천대학교 산학협력단,1020170174743, 2017.12.19,1020277680000, 2019.09.26,1020190073676, 2019.06.27,특허법인가산,김준동 파텔 말케시쿠마르,"해수 분해 전극, 그 제조 방법 및 해수 분해 장치를 제공한다. 상기 해수 분해 장치는 전원부의 음극과 연결되고, 해수에 침지되어 산소를 생성하는 카운터 전극 및 상기 전원부의 양극과 연결되고, 상기 해수에 침지되고, 빛이 입사되어 수소를 생성하는 워킹 전극을 포함하되, 상기 워킹 전극은 투명 전도체와, 상기 투명 전도체와 결합되고, 커켄달 보이드(Kirkendall void)를 포함하는 산화 코발트 필름을 포함한다.",,,,,
저전압 및 고전압 혼용 은 이온수 제조장치 및 그 제조방법(Producing apparatus of silver ion water mixing Low and High Voltage and its producing method therefor),['C02F 1/46'],인천대학교 산학협력단,1020070113929, 2007.11.08,1009685580000, 2010.06.30,1020080042030, 2008.05.14,윤여표,황명환 손미경 손영도,"본 발명은 은 이온수(silver ion water)의 제조 장치 및 그 제조 방법에 관한 것으로서, 보다 상세하게는 전극이 각각 연결된 한쌍의 우측 은판 및 좌측 은판을 설치하고, 상기 우측 은판과 좌측 은판에 저전압을 인가하여 은판으로부터 큰 입자 상태로 은 입자를 박리시켜 전기분해 가능한 은판의 면적을 실질적으로 확장시키고, 상기 우측 은판과 좌측 은판에 고주파를 가진 고전압을 인가하여 상기 은판으로부터 은 이온을 생성하는 것을 특징으로 하는 은 이온수의 제조 장치 및 그 제조 방법에 관한 것이다. 은 이온수, 주파수 변환, 고전압, 전기분해",,,,,
차량 가림 장치(VEHICLE SCREEN FENCE),"['B60R 19/42 B60R 13/04  .... ', 'B60R 19/42|B60R 13/04|B60J 11/06']",인천대학교 산학협력단,1020170151633, 2017.11.14,1019405850000, 2019.01.15, , ,특허법인 남앤남,김영관,"차량 가림 장치가 개시된다. 본 발명의 차량 가림 장치는, 지면에 설치되는 케이스; 케이스에 제1 회전축을 통해 장착된 제1 바; 케이스에 제2 회전축을 통해 장착된 제2 바; 제1 바와 제2 바를 연결하는 복수의 스트링; 및 제1 바 및 제2 바에 동시에 힘을 전달하는 동력유닛을 포함하고, 제1 바 및 제2 바가 힘에 의해 제1 회전축 및 제2 회전축을 중심으로 회전하여 세워지면, 스트링이 옆에 주차된 차량을 가리는 것을 특징으로 한다. 본 발명에 의하면, 문콕을 원천적으로 방지하면서, 동시에 차 문이 열린 상태에서 주위의 시선을 차단하도록 이루어지는 차량 가림 장치를 제공할 수 있게 된다.",,,,,
